target_point;heading;velocity;acceleration;stay_point
yes;-6.29377;2.20772;-0.079222;no
no;-6.52836;2.14182;-0.079642;no
no;-1.70361;-0.292373;-0.001399;no
no;-4.88568;0.380683;-0.001839;no
yes;-6.65619;1.00946;-0.077397;yes
no;-3.6193;-0.962648;0.074857;no
no;-3.30415;-1.06971;0.079919;no
no;-6.05326;1.05547;-0.075232;no
no;-6.36117;1.08071;-0.079941;no
no;-4.85874;0.158073;-0.002338;no
no;-1.67107;-0.108519;-0.001347;no
no;-3.36487;-2.19518;0;yes
no;-3.47959;-2.12369;0;no
no;-3.2386;-2.24047;0;no
yes;-6.33775;2.2477;0;no
no;-6.57414;2.15644;0;no
no;-1.74557;-0.39143;0;no
no;-4.92771;0.480958;0;no
yes;-6.72653;0.968611;0;yes
no;-3.78444;-0.858245;0;no
no;-3.46342;-1.01722;0;no
no;-6.21417;1.06972;0;no
no;-6.52765;1.0404;0;no
no;-5.02226;0.326976;0;no
no;-1.8339;-0.278873;0;no
no;-3.45138;-2.20092;0;yes
no;-3.57362;-2.09859;0;no
no;-3.33054;-2.26979;0;no
yes;-6.43922;2.28285;0;no
no;-6.67766;2.13345;0;no
no;-1.8435;-0.622416;0;no
no;-5.02535;0.711487;0;no
yes;-6.82184;0.98642;0;yes
no;-3.85248;-0.870797;0;no
no;-3.52656;-1.06503;0;no
no;-6.27954;1.14913;0;no
no;-6.59773;1.09275;0;no
no;-5.08921;0.422848;0;no
no;-1.90066;-0.372217;0;no
no;-3.45887;-2.18947;0.079967;yes
no;-3.56871;-2.09747;0.079227;no
no;-3.3235;-2.26647;0.079554;no
yes;-6.43921;2.2765;-0.079308;no
no;-6.67969;2.1257;-0.07953;no
no;-1.84105;-0.615248;-0.001405;no
no;-5.02291;0.70414;-0.001816;no
yes;-4.9874;0.297605;0.002821;yes
no;-3.81923;-0.853771;0.074664;no
no;-3.48772;-1.03091;0.07995;no
no;-6.23985;1.09488;-0.075052;no
no;-6.5634;1.05316;-0.079966;no
no;-5.0529;0.366003;-0.002418;no
no;-1.86415;-0.316895;-0.001355;no
no;-3.48385;-2.20241;0.07999;yes
no;-3.60175;-2.09481;0.079269;no
no;-3.35447;-2.28523;0.079502;no
yes;-6.47959;2.29306;-0.079344;no
no;-6.72205;2.11645;-0.079481;no
no;-1.87772;-0.706386;-0.001423;no
no;-5.05968;0.795735;-0.001805;no
yes;-3.98821;-0.757809;0.070585;yes
no;-3.8668;-0.855995;0.074626;no
no;-3.5299;-1.05867;0.079961;no
no;-6.28464;1.14382;-0.075011;no
no;-6.61327;1.08207;-0.079974;no
no;-5.09962;0.431942;-0.002456;no
no;-1.91013;-0.380729;-0.001376;no
no;-3.51747;-2.21125;0;yes
no;-3.6508;-2.07562;0;no
no;-3.40131;-2.2975;0;no
yes;-6.53972;2.29943;0;no
no;-6.7843;2.08493;0;no
no;-1.93232;-0.840832;0;no
no;-5.11435;0.930016;0;no
yes;-3.64877;-1.12493;0;yes
no;-3.9958;-0.845284;0;no
no;-3.65325;-1.12213;0;no
no;-6.4173;1.27538;0;no
no;-6.75131;1.14849;0;no
no;-5.23131;0.638249;0;no
no;-2.04093;-0.582989;0;no
no;-3.51277;-2.25138;0;yes
no;-3.66368;-2.09405;0;no
no;-3.41218;-2.32799;0;no
yes;-6.56349;2.32161;0;no
no;-6.80999;2.08835;0;no
no;-1.9506;-0.895677;0;no
no;-5.13277;0.985958;0;no
yes;-3.55243;-1.08365;0;yes
no;-3.85046;-0.897258;0;no
no;-3.50229;-1.10595;0;no
no;-6.267;1.18185;0;no
no;-6.60631;1.12084;0;no
no;-5.08396;0.429163;0;no
no;-1.89288;-0.374158;0;no
no;-3.39917;-2.26881;0;yes
no;-3.54371;-2.15906;0;no
no;-3.29027;-2.32033;0;no
yes;-6.4494;2.31388;0;no
no;-6.69775;2.14747;0;no
no;-1.83354;-0.609377;0;no
no;-5.01582;0.701039;0;no
yes;-3.46848;-1.25666;0;yes
no;-3.74295;-1.09414;0;no
no;-3.39114;-1.28583;0;no
no;-6.15921;1.31674;0;no
no;-6.50197;1.2953;0;no
no;-4.97671;0.34667;0;no
no;-1.78518;-0.282302;0;no
no;-3.34024;-2.3638;0;yes
no;-3.48583;-2.26976;0;no
no;-3.23095;-2.4016;0;no
yes;-6.39883;2.39512;0;no
no;-6.64855;2.25207;0;no
no;-1.77928;-0.499058;0;no
no;-4.96167;0.594864;0;no
yes;-3.42944;-1.19603;0;yes
no;-3.76048;-1.01599;0;no
no;-3.40171;-1.20538;0;no
no;-6.17363;1.23987;0;no
no;-6.52294;1.21167;0;no
no;-4.99345;0.345978;0;no
no;-1.80092;-0.284512;0;no
no;-0.49196;2.16041;0;yes
no;-3.45253;-2.33355;0;no
no;-3.19589;-2.44748;0;no
yes;-6.37432;2.44092;0;no
no;-6.62563;2.30877;0;no
no;-1.75005;-0.437027;0;no
no;-4.93315;0.536724;0;no
yes;-3.35736;-1.05968;0;yes
no;-3.64999;-0.947633;0;no
no;-3.2835;-1.07393;0;no
no;-6.05659;1.05711;0;no
no;-6.41305;1.0757;0;no
no;-4.88054;0.181564;0;no
no;-1.6866;-0.125342;0;no
no;-1.33672;0.575835;0;yes
no;-3.46347;-2.35515;0;no
no;-3.20493;-2.47767;0;no
yes;-6.395;2.46714;0;no
no;-6.64813;2.31915;0;no
no;-1.76587;-0.481235;0;no
no;-4.94903;0.582033;0;no
yes;-3.24565;-1.03132;0;yes
no;-3.49493;-0.972871;0;no
no;-3.12182;-1.03673;0;no
no;-5.893;0.958991;0;no
no;-6.25572;1.03654;0;no
no;-4.72141;0.009358;0;no
no;-1.52711;0.045288;0;no
no;-2.65855;-2.21475;0;yes
no;-3.45343;-2.38028;0;no
no;-3.1929;-2.4976;0;no
yes;-6.39354;2.48568;0;no
no;-6.64843;2.33593;0;no
no;-1.75954;-0.46923;0;no
no;-4.94385;0.573702;0;no
yes;-3.22499;-0.922967;0;yes
no;-3.43739;-0.88596;0;no
no;-3.05594;-0.92279;0;no
no;-5.82582;0.830992;0;no
no;-6.19614;0.922679;0;no
no;-4.66013;-0.048378;0;no
no;-1.46385;0.098859;0;no
no;-2.88959;-2.41403;0;yes
no;-3.45415;-2.37199;0;no
no;-3.19143;-2.48967;0;no
yes;-6.40323;2.47482;0;no
no;-6.66022;2.31767;0;no
no;-1.76476;-0.480492;0;no
no;-4.94911;0.584585;0;no
yes;-3.19246;-0.869162;0;yes
no;-3.41314;-0.838398;0;no
no;-3.02353;-0.86423;0;no
no;-5.79267;0.767672;0;no
no;-6.17064;0.864782;0;no
no;-4.63184;-0.070022;0;no
no;-1.4349;0.117908;0;no
no;-2.97051;-2.4344;0;yes
no;-3.4605;-2.3459;0;no
no;-3.19547;-2.46688;0;no
yes;-6.41816;2.448;0;no
no;-6.67744;2.28094;0;no
no;-1.77574;-0.502777;0;no
no;-4.95946;0.604197;0;no
yes;-3.16227;-0.870445;0;yes
no;-3.38466;-0.845037;0;no
no;-2.98755;-0.860321;0;no
no;-5.75446;0.751746;0;no
no;-6.13966;0.861679;0;no
no;-4.59835;-0.099075;0;no
no;-1.4017;0.146517;0;no
no;-2.99159;-2.45049;0;yes
no;-3.48155;-2.33649;0;no
no;-3.21431;-2.47177;0;no
yes;-6.44942;2.44415;0;no
no;-6.71082;2.25515;0;no
no;-1.80194;-0.567763;0;no
no;-4.98565;0.66883;0;no
yes;-3.17326;-0.82491;0;yes
no;-3.44046;-0.788737;0;no
no;-3.03451;-0.820597;0;no
no;-5.80179;0.731526;0;no
no;-6.19528;0.822137;0;no
no;-4.6504;-0.051126;0;no
no;-1.45303;0.096972;0;no
no;-3.00664;-2.45234;0;yes
no;-3.4911;-2.32522;0;no
no;-3.22159;-2.46693;0;no
yes;-6.46941;2.43205;0;no
no;-6.73299;2.22867;0;no
no;-1.8168;-0.602694;0;no
no;-5.00043;0.703039;0;no
yes;-3.19515;-0.804842;0;yes
no;-3.50178;-0.754278;0;no
no;-3.08689;-0.804793;0;no
no;-5.85512;0.733273;0;no
no;-6.25704;0.805723;0;no
no;-4.70812;-0.003438;0;no
no;-1.51023;0.04879;0;no
no;-3.01371;-2.48068;0;yes
no;-3.48675;-2.35359;0;no
no;-3.21521;-2.49432;0;no
yes;-6.4752;2.45513;0;no
no;-6.74072;2.24385;0;no
no;-1.81754;-0.610877;0;no
no;-5.00121;0.712374;0;no
yes;-3.08928;-0.787387;0;yes
no;-3.40887;-0.76047;0;no
no;-2.98491;-0.778807;0;no
no;-5.75022;0.679109;0;no
no;-6.16062;0.782551;0;no
no;-4.60947;-0.081002;0;no
no;-1.41101;0.125451;0;no
no;-2.99569;-2.45413;0;yes
no;-3.45831;-2.35711;0;no
no;-3.18447;-2.47821;0;no
yes;-6.45535;2.44381;0;no
no;-6.72313;2.24429;0;no
no;-1.79359;-0.548065;0;no
no;-4.97695;0.64862;0;no
yes;-3.06122;-0.832027;0;yes
no;-3.39968;-0.807075;0;no
no;-2.96724;-0.822066;0;no
no;-5.73095;0.710642;0;no
no;-6.14929;0.82725;0;no
no;-4.59549;-0.09736;0;no
no;-1.39655;0.144709;0;no
no;-2.97157;-2.38282;0;yes
no;-3.44378;-2.30813;0;no
no;-3.1671;-2.41689;0;no
yes;-6.44934;2.38439;0;no
no;-6.71983;2.19084;0;no
no;-1.78334;-0.510011;0;no
no;-4.96671;0.608253;0;no
yes;-3.18588;-0.854208;0;yes
no;-3.58206;-0.773435;0;no
no;-3.13978;-0.855045;0;no
no;-5.90664;0.795144;0;no
no;-6.33415;0.853936;0;no
no;-4.77528;0.053736;0;no
no;-1.57532;-0.003866;0;no
no;-2.89817;-2.28831;0;yes
no;-3.3506;-2.30651;0;no
no;-3.0712;-2.35198;0;no
yes;-6.36083;2.35072;0;no
no;-6.63392;2.21428;0;no
no;-1.69252;-0.286305;0;no
no;-4.87585;0.383698;0;no
yes;-3.16482;-0.826738;0;yes
no;-3.59339;-0.743989;0;no
no;-3.14043;-0.826961;0;no
no;-5.90688;0.769099;0;no
no;-6.34434;0.825416;0;no
no;-4.78152;0.057125;0;no
no;-1.5808;-0.008269;0;no
no;-2.82706;-2.17351;0;yes
no;-3.27011;-2.2668;0;no
no;-2.98755;-2.25858;0;no
yes;-6.28351;2.28565;0;no
no;-6.55964;2.19886;0;no
no;-1.61363;-0.097876;0;no
no;-4.79692;0.192986;0;no
yes;-3.11206;-0.873781;0;yes
no;-3.56839;-0.795745;0;no
no;-3.10585;-0.873604;0;no
no;-5.87064;0.800821;0;no
no;-6.31696;0.873663;0;no
no;-4.75131;0.034016;0;no
no;-1.54979;0.018361;0;no
no;-2.81501;-2.17364;0;yes
no;-3.2499;-2.2815;0;no
no;-2.96479;-2.25917;0;no
yes;-6.26892;2.29471;0;no
no;-6.5475;2.21525;0;no
no;-1.59629;-0.058502;0;no
no;-4.7795;0.153904;0;no
yes;-3.03046;-0.87882;0;yes
no;-3.5055;-0.826365;0;no
no;-3.03247;-0.879015;0;no
no;-5.79409;0.780602;0;no
no;-6.25019;0.883794;0;no
no;-4.68175;-0.027085;0;no
no;-1.47977;0.08038;0;no
no;-2.83104;-2.23448;0;yes
no;-3.26841;-2.32789;0;no
no;-2.9812;-2.31661;0;no
yes;-6.29482;2.34657;0;no
no;-6.57544;2.24722;0;no
no;-1.61861;-0.112162;0;no
no;-4.80166;0.209223;0;no
yes;-3.01934;-0.803076;0;yes
no;-3.54174;-0.745197;0;no
no;-3.05556;-0.806122;0;no
no;-5.8156;0.722262;0;no
no;-6.28394;0.809114;0;no
no;-4.71094;-0.001177;0;no
no;-1.50834;0.050503;0;no
no;-2.89129;-2.27056;0;yes
no;-3.34769;-2.29399;0;no
no;-3.05776;-2.33536;0;no
yes;-6.38348;2.33181;0;no
no;-6.66672;2.17332;0;no
no;-1.70267;-0.308174;0;no
no;-4.8856;0.403902;0;no
yes;-2.93019;-0.777925;0;yes
no;-3.47435;-0.751995;0;no
no;-2.97597;-0.784751;0;no
no;-5.73019;0.677054;0;no
no;-6.20976;0.793495;0;no
no;-4.63467;-0.061772;0;no
no;-1.43141;0.110544;0;no
no;-2.84273;-2.25393;0;yes
no;-3.29718;-2.32999;0;no
no;-3.00475;-2.33643;0;no
yes;-6.33729;2.35502;0;no
no;-6.62295;2.22365;0;no
no;-1.65444;-0.197034;0;no
no;-4.83715;0.293477;0;no
yes;-2.87958;-0.71999;0;yes
no;-3.4602;-0.707917;0;no
no;-2.94785;-0.731485;0;no
no;-5.69664;0.620837;0;no
no;-6.18915;0.742138;0;no
no;-4.61086;-0.075556;0;no
no;-1.40712;0.121463;0;no
no;-2.82584;-2.22198;0;yes
no;-3.2809;-2.3149;0;no
no;-2.98556;-2.30914;0;no
yes;-6.32731;2.33527;0;no
no;-6.61578;2.20945;0;no
no;-1.64139;-0.164888;0;no
no;-4.82404;0.260439;0;no
yes;-2.69253;-0.675779;0;yes
no;-3.27813;-0.743171;0;no
no;-2.75228;-0.694018;0;no
no;-5.49199;0.527356;0;no
no;-5.99712;0.719668;0;no
no;-4.41693;-0.218427;0;no
no;-1.2135;0.262361;0;no
no;-2.78536;-2.16093;0;yes
no;-3.23757;-2.29507;0;no
no;-2.93908;-2.25856;0;no
yes;-6.2878;2.30566;0;no
no;-0.29613;2.20532;0;no
no;-1.60013;-0.067634;0;no
no;-4.78252;0.161559;0;no
yes;-2.69487;-0.621318;0;yes
no;-3.31078;-0.679087;0;no
no;-2.76906;-0.641668;0;no
no;-5.50259;0.489477;0;no
no;-6.02266;0.665675;0;no
no;-4.43806;-0.186631;0;no
no;-1.23505;0.226981;0;no
no;-2.79162;-2.17477;-0.14924;yes
no;-3.23486;-2.30505;-0.16184;no
no;-2.93356;-2.26519;-0.156652;no
yes;-6.28896;2.31507;0.16184;no
no;-0.300034;2.21169;0.156938;no
no;-1.59954;-0.066537;0.003364;no
no;-4.78159;0.160087;0.00319;no
yes;-2.60059;-0.62103;-0.160919;yes
no;-3.21358;-0.722617;-0.142343;no
no;-2.6576;-0.641281;-0.16172;no
no;-5.37863;0.447764;0.143775;no
no;-5.91202;0.675158;0.161754;no
no;-4.3267;-0.272556;0.00648;no
no;-1.12414;0.312949;0.003394;no
no;-2.75266;-2.11695;-0.149788;yes
no;-3.18693;-2.28547;-0.161841;no
no;-2.88222;-2.2113;-0.156503;no
yes;-6.24104;2.28579;0.161839;no
no;-0.255414;2.2136;0.156811;no
no;-1.55176;0.043556;0.003368;no
no;-4.7335;0.048297;0.003136;no
yes;-2.3876;-0.566859;-0.161333;yes
no;-2.99354;-0.769116;-0.14094;no
no;-2.4222;-0.584932;-0.161743;no
no;-5.12362;0.310844;0.142475;no
no;-5.67135;0.63656;0.161778;no
no;-4.08789;-0.454666;0.006331;no
no;-0.886158;0.491763;0.00341;no
no;-2.82069;-2.11535;-0.22138;yes
no;-3.25821;-2.21401;-0.239796;no
no;-2.94978;-2.18827;-0.231469;no
yes;-6.31738;2.22785;0.239792;no
no;-0.335165;2.10511;0.231957;no
no;-1.62519;-0.12118;0.005085;no
no;-4.80772;0.212197;0.004742;no
yes;-2.4062;-0.558092;-0.239264;yes
no;-3.01677;-0.746725;-0.20679;no
no;-2.42826;-0.56909;-0.239619;no
no;-5.11488;0.294793;0.20932;no
no;-5.67802;0.618929;0.239674;no
no;-4.09492;-0.435727;0.009518;no
no;-0.892205;0.472393;0.005147;no
no;-2.83004;-2.08973;-0.221876;yes
no;-3.26161;-2.17963;-0.239801;no
no;-2.94956;-2.15507;-0.231202;no
yes;-6.32188;2.19378;0.239798;no
no;-0.343171;2.06742;0.231706;no
no;-1.62927;-0.1283;0.005054;no
no;-4.81156;0.217359;0.004712;no
yes;-2.43489;-0.552421;-0.239444;yes
no;-3.05304;-0.723543;-0.204576;no
no;-2.4469;-0.55805;-0.239623;no
no;-5.11648;0.285602;0.207322;no
no;-5.69604;0.604739;0.239678;no
no;-4.11277;-0.409922;0.009395;no
no;-0.910697;0.445418;0.005118;no
no;-2.80314;-2.06678;-0.223485;yes
no;-3.2179;-2.1847;-0.23979;no
no;-2.9024;-2.1287;-0.231055;no
yes;-6.27587;2.19102;0.239786;no
no;-0.300502;2.09289;0.231567;no
no;-1.58453;-0.030094;0.005021;no
no;-4.76654;0.118593;0.004678;no
yes;-2.61334;-0.56189;-0.239458;yes
no;-3.2476;-0.646916;-0.202419;no
no;-2.62199;-0.564705;-0.239588;no
no;-5.27828;0.348814;0.205386;no
no;-5.87594;0.597362;0.239649;no
no;-4.29015;-0.266608;0.00934;no
no;-1.08844;0.301777;0.005084;no
no;-6.2745;2.18504;0.319879;yes
no;-3.20327;-2.18097;-0.319706;no
no;-2.88421;-2.11314;-0.307873;no
yes;-6.25915;2.18449;0.319706;no
no;-0.287211;2.09561;0.308541;no
no;-1.56896;0.004016;0.0066;no
no;-4.75074;0.083773;0.006258;no
yes;-2.59913;-0.509793;-0.319427;yes
no;-3.24712;-0.591935;-0.266231;no
no;-2.60038;-0.510177;-0.319451;no
no;-5.23752;0.298414;0.270603;no
no;-5.85489;0.541481;0.319528;no
no;-4.26828;-0.255747;0.012321;no
no;-1.06735;0.287173;0.006663;no
no;-0.534349;1.87165;0.369261;yes
no;-3.31072;-2.14379;-0.40166;no
no;-2.98816;-2.14927;-0.386188;no
yes;-6.37037;2.16656;0.401666;no
no;-0.401819;2.0016;0.387021;no
no;-1.67846;-0.233687;0.008166;no
no;-4.85997;0.319793;0.00788;no
yes;-2.6072;-0.483556;-0.401615;yes
no;-3.26116;-0.557884;-0.329465;no
no;-2.59289;-0.479409;-0.401322;no
no;-5.20923;0.26783;0.335515;no
no;-5.84672;0.509218;0.401412;no
no;-4.25983;-0.2457;0.015281;no
no;-1.05977;0.27481;0.00822;no
no;-2.12316;-1.12673;-0.18658;yes
no;-3.33758;-2.10626;-0.481588;no
no;-3.01113;-2.12912;-0.462505;no
yes;-6.39665;2.13356;0.481581;no
no;-0.431872;1.9502;0.463623;no
no;-1.70519;-0.287723;0.009876;no
no;-4.88633;0.371639;0.009186;no
yes;-2.64626;-0.495302;-0.481766;yes
no;-3.30944;-0.555053;-0.388792;no
no;-2.62012;-0.488138;-0.481213;no
no;-5.21394;0.270665;0.396516;no
no;-5.87088;0.515788;0.481338;no
no;-4.28512;-0.233288;0.017947;no
no;-1.08552;0.262597;0.010005;no
no;-2.89258;-2.07377;-0.447432;yes
no;-3.31578;-2.10739;-0.481566;no
no;-2.98561;-2.11379;-0.462147;no
yes;-6.37235;2.13126;0.481553;no
no;-0.411174;1.96142;0.463332;no
no;-1.68227;-0.238028;0.009889;no
no;-4.8631;0.321272;0.009024;no
yes;-2.80007;-0.511892;-0.481845;yes
no;-3.47942;-0.512561;-0.382405;no
no;-2.7669;-0.505576;-0.481182;no
no;-5.34096;0.319437;0.390712;no
no;-6.01935;0.524469;0.481323;no
no;-4.43255;-0.150052;0.017727;no
no;-1.23331;0.179883;0.010051;no
no;-2.9951;-2.12759;-0.463224;yes
no;-3.31811;-2.11721;-0.481549;no
no;-2.98455;-2.12416;-0.461794;no
yes;-6.37303;2.14195;0.481535;no
no;-0.415401;1.96773;0.46297;no
no;-1.68454;-0.244085;0.009525;no
no;-4.86384;0.324471;0.008651;no
yes;-2.79768;-0.476945;-0.481899;yes
no;-3.49709;-0.474934;-0.374949;no
no;-2.76035;-0.470237;-0.481204;no
no;-5.30928;0.284752;0.383724;no
no;-6.01125;0.487995;0.481342;no
no;-4.42353;-0.144312;0.016916;no
no;-1.22673;0.170886;0.009688;no
no;-3.00228;-2.09727;-0.452502;yes
no;-3.3955;-2.04989;-0.481578;no
no;-3.0577;-2.11035;-0.461003;no
yes;-6.4536;2.08712;0.481571;no
no;-0.500036;1.8585;0.462182;no
no;-1.76357;-0.405723;0.009423;no
no;-4.94281;0.483673;0.008723;no
yes;-2.98975;-0.480341;-0.481794;yes
no;-3.72208;-0.406334;-0.367567;no
no;-2.95801;-0.477766;-0.48111;no
no;-5.48827;0.340321;0.377223;no
no;-6.2155;0.484819;0.481258;no
no;-4.62453;-0.042641;0.016929;no
no;-1.42798;0.069164;0.009554;no
no;-3.00906;-2.0554;-0.374364;yes
no;-3.42301;-1.99202;-0.401663;no
no;-3.08075;-2.06975;-0.383894;no
yes;-6.48264;2.03247;0.401663;no
no;-0.53337;1.78556;0.384874;no
no;-1.79194;-0.454836;0.00775;no
no;-4.971;0.530303;0.007311;no
yes;-3.04163;-0.479654;-0.401787;yes
no;-3.80357;-0.380239;-0.299734;no
no;-3.01167;-0.477998;-0.401214;no
no;-5.52004;0.34837;0.30856;no
no;-6.27312;0.482036;0.40134;no
no;-4.67994;-0.015638;0.014038;no
no;-1.48394;0.041819;0.007833;no
no;-2.9883;-1.93143;-0.373828;yes
no;-3.4068;-1.88602;-0.401648;no
no;-3.05881;-1.94765;-0.383316;no
yes;-6.46399;1.92249;0.401637;no
no;-0.519962;1.69606;0.384441;no
no;-1.77401;-0.394413;0.008078;no
no;-4.95399;0.467588;0.007353;no
yes;-3.03499;-0.478646;-0.401788;yes
no;-3.8249;-0.373305;-0.292098;no
no;-3.00329;-0.476783;-0.401173;no
no;-5.48777;0.33696;0.301882;no
no;-6.26688;0.481315;0.401329;no
no;-4.67383;-0.018557;0.014291;no
no;-1.47624;0.045449;0.008216;no
no;-3.03637;-1.97665;-0.371158;yes
no;-3.47064;-1.88101;-0.401679;no
no;-3.11872;-1.98713;-0.382603;no
yes;-6.53124;1.92681;0.401663;no
no;-0.591022;1.65048;0.38381;no
no;-1.83971;-0.528089;0.008092;no
no;-5.0194;0.600692;0.007222;no
yes;-3.32873;-0.512492;-0.401464;yes
no;-4.1633;-0.272229;-0.284961;no
no;-3.3082;-0.514376;-0.400954;no
no;-5.77689;0.456163;0.295484;no
no;-6.5866;0.497773;0.401161;no
no;-4.9867;0.141291;0.014277;no
no;-1.78904;-0.112933;0.008258;no
no;-3.03893;-1.92754;-0.298287;yes
no;-3.44918;-1.84679;-0.319747;no
no;-3.09258;-1.93541;-0.304071;no
yes;-6.51025;1.888;0.319734;no
no;-0.574677;1.62647;0.305053;no
no;-1.81891;-0.47586;0.006308;no
no;-4.9978;0.545574;0.005626;no
yes;-3.36198;-0.479267;-0.319553;yes
no;-4.22674;-0.229257;-0.220195;no
no;-3.33574;-0.48192;-0.318999;no
no;-5.78393;0.431198;0.229176;no
no;-6.62722;0.462366;0.319198;no
no;-5.02049;0.148942;0.011156;no
no;-1.82391;-0.12299;0.00644;no
no;-3.0296;-1.89909;-0.378069;yes
no;-3.41678;-1.83916;-0.401673;no
no;-3.05557;-1.904;-0.38149;no
yes;-6.47661;1.87543;0.401656;no
no;-0.545463;1.63374;0.382757;no
no;-1.78597;-0.408043;0.007888;no
no;-4.96467;0.477032;0.00703;no
yes;-3.32351;-0.466078;-0.401457;yes
no;-4.21902;-0.224434;-0.267274;no
no;-3.29228;-0.468528;-0.400608;no
no;-5.71531;0.399517;0.279551;no
no;-6.59141;0.451564;0.400892;no
no;-4.98098;0.12576;0.013926;no
no;-1.78471;-0.1006;0.008053;no
no;-3.02089;-1.89386;-0.382851;yes
no;-3.37227;-1.85721;-0.401655;no
no;-3.00664;-1.89039;-0.381066;no
yes;-6.43029;1.88713;0.401644;no
no;-0.503378;1.6711;0.382322;no
no;-1.7406;-0.322393;0.007792;no
no;-4.91919;0.391708;0.007077;no
yes;-3.26098;-0.449835;-0.401628;yes
no;-4.18153;-0.229371;-0.256908;no
no;-3.2171;-0.451769;-0.400482;no
no;-5.6124;0.354896;0.270341;no
no;-6.5232;0.440072;0.400791;no
no;-4.9093;0.088639;0.013856;no
no;-1.71351;-0.064438;0.00793;no
no;-3.11639;-1.98645;-0.379035;yes
no;-3.49436;-1.86472;-0.401705;no
no;-3.12493;-1.98681;-0.380164;no
yes;-6.55829;1.91236;0.401689;no
no;-0.635077;1.59966;0.381513;no
no;-1.86581;-0.577751;0.007812;no
no;-5.04412;0.647153;0.006947;no
yes;-3.26014;-0.44988;-0.401634;yes
no;-4.21588;-0.215819;-0.24576;no
no;-3.2117;-0.451947;-0.400332;no
no;-5.57782;0.344948;0.26026;no
no;-6.52501;0.439878;0.400696;no
no;-4.90775;0.087949;0.013711;no
no;-1.71219;-0.063848;0.00798;no
no;-3.13076;-2.05361;-0.379031;yes
no;-3.50693;-1.91818;-0.401733;no
no;-3.13405;-2.05367;-0.37947;no
yes;-6.57482;1.96701;0.401722;no
no;-0.654904;1.62882;0.38082;no
no;-1.88041;-0.625759;0.00773;no
no;-5.05867;0.697047;0.00701;no
yes;-3.25937;-0.449921;-0.401642;yes
no;-4.25114;-0.201642;-0.23399;no
no;-3.20437;-0.452167;-0.400102;no
no;-5.54289;0.334481;0.249791;no
no;-6.52904;0.439436;0.40052;no
no;-4.90648;0.087383;0.013695;no
no;-1.71123;-0.063416;0.007871;no
no;-3.14748;-2.06183;-0.377418;yes
no;-3.53357;-1.90548;-0.40176;no
no;-3.15629;-2.06164;-0.378622;no
yes;-6.60526;1.95584;0.40175;no
no;-0.689576;1.59076;0.380026;no
no;-1.90905;-0.684211;0.0077;no
